date,iqr_spread,p25,p75,median,mean,std,min,max,range,num_coins,regime,iqr_percentile
2021-05-19,24.873367899619517,-34.66832694831343,-9.79495904869391,-26.7127621430836,-19.090630939482345,29.875476953841822,-57.59089514892244,74.03458549979551,131.62548064871794,20,MEDIUM_SPREAD,50.0
2021-05-20,27.333336298762543,-31.44712649760687,-4.1137901988443275,-21.453369721268285,-11.062471313101115,35.401370204690146,-42.910119421747325,118.83573793755917,161.7458573593065,22,MEDIUM_SPREAD,100.0
2021-05-21,23.47997309903228,-37.79904306220095,-14.319069963168673,-30.63820122643651,-19.232427439597718,32.672280481752814,-47.718474707495886,101.88306805364084,149.60154276113673,21,MEDIUM_SPREAD,0.0
2021-05-23,25.63033363423727,-48.73899280388275,-23.10865916964548,-40.93502111661397,-31.59838561920352,25.58643539477867,-54.83517031569498,58.101929980669496,112.93710029636448,22,MEDIUM_SPREAD,66.66666666666666
2021-05-24,30.5288229489342,-29.573794900428062,0.9550280485061347,-20.398680045794325,-7.892259581474851,39.892472057427895,-44.0647019223577,147.66679002792452,191.73149195028222,21,MEDIUM_SPREAD,100.0
2021-05-25,26.51193164940156,-28.40939264074091,-1.8974609913393503,-17.57759239311254,-5.960980264490585,44.31614275663219,-46.04866904616155,166.4295196922763,212.47818873843784,20,MEDIUM_SPREAD,60.0
2021-06-21,15.509291566725661,-39.86632059710581,-24.35702903038015,-33.59083249834961,-31.59630301644591,15.124043452119206,-56.063471624213655,-0.07994403917257475,55.98352758504108,20,MEDIUM_SPREAD,0.0
2021-06-22,20.38155501667171,-34.13155501667172,-13.750000000000007,-24.206166589967793,-23.15476999863573,15.41343095049291,-51.92667414889638,6.40909090909092,58.3357650579873,21,MEDIUM_SPREAD,14.285714285714285
2021-07-20,8.303494845727435,-31.428092582673354,-23.12459773694592,-26.838194665002135,-27.35558790696309,10.815565023528537,-49.72017673048601,0.020002000200025627,49.74017873068603,20,MEDIUM_SPREAD,0.0
2021-07-26,11.91023837895786,0.14879243821903643,12.059030817176897,4.795451736497336,8.70843181075495,16.880177357282562,-17.080113867425784,56.40776536406425,73.48787923149003,23,MEDIUM_SPREAD,11.11111111111111
